File, Suite, Query name, Query ID, Kind, Severity, Precision
github/codeql/javascript/ql/src/Electron/AllowRunningInsecureContent.ql, security-and-quality, Enabling Electron allowRunningInsecureContent, js/enabling-electron-insecure-content, problem, error, very-high
github/codeql/javascript/ql/src/Electron/DisablingWebSecurity.ql, security-and-quality, Disabling Electron webSecurity, js/disabling-electron-websecurity, problem, error, very-high
github/codeql/javascript/ql/src/React/UnsupportedStateUpdateInLifecycleMethod.ql, security-and-quality, Unsupported state update in lifecycle method, js/react/unsupported-state-update-in-lifecycle-method, problem, warning, high
github/codeql/javascript/ql/src/React/UnusedOrUndefinedStateProperty.ql, security-and-quality, Unused or undefined state property, js/react/unused-or-undefined-state-property, problem, warning, high
github/codeql/javascript/ql/src/React/DirectStateMutation.ql, security-and-quality, Direct state mutation, js/react/direct-state-mutation, problem, warning, very-high
github/codeql/javascript/ql/src/React/InconsistentStateUpdate.ql, security-and-quality, Potentially inconsistent state update, js/react/inconsistent-state-update, problem, warning, very-high
github/codeql/javascript/ql/src/Security/CWE-807/ConditionalBypass.ql, security-and-quality, User-controlled bypass of security check, js/user-controlled-bypass, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-200/FileAccessToHttp.ql, security-and-quality, File data in outbound network request, js/file-access-to-http, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-918/RequestForgery.ql, security-and-quality, Uncontrolled data used in network request, js/request-forgery, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-506/HardcodedDataInterpretedAsCode.ql, security-and-quality, Hard-coded data interpreted as code, js/hardcoded-data-interpreted-as-code, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-020/MissingRegExpAnchor.ql, security-and-quality, Missing regular expression anchor, js/regex/missing-regexp-anchor, problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-400/RemotePropertyInjection.ql, security-and-quality, Remote property injection, js/remote-property-injection, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-313/PasswordInConfigurationFile.ql, security-and-quality, Password in configuration file, js/password-in-configuration-file, problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-912/HttpToFileAccess.ql, security-and-quality, Network data written to file, js/http-to-file-access, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-078/IndirectCommandInjection.ql, security-and-quality, Indirect uncontrolled command line, js/indirect-command-line-injection, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-079/XssThroughDom.ql, security-and-quality, Cross-site scripting through DOM, js/xss-through-dom, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-079/ExceptionXss.ql, security-and-quality, Cross-site scripting through exception, js/xss-through-exception, path-problem, error, medium
github/codeql/csharp/ql/src/Input Validation/UseOfFileUpload.ql, security-and-quality, Use of file upload, cs/web/file-upload, problem, recommendation, high
github/codeql/csharp/ql/src/Useless code/DefaultToString.ql, security-and-quality, Use of default ToString(), cs/call-to-object-tostring, problem, warning, very-high
github/codeql/csharp/ql/src/Useless code/FutileConditional.ql, security-and-quality, Futile conditional, cs/useless-if-statement, problem, warning, very-high
github/codeql/csharp/ql/src/Useless code/UnusedLabel.ql, security-and-quality, Unused label, cs/unused-label, problem, warning, high
github/codeql/csharp/ql/src/Useless code/RedundantToStringCall.ql, security-and-quality, Redundant ToString() call, cs/useless-tostring-call, problem, recommendation, high
github/codeql/csharp/ql/src/Useless code/IntGetHashCode.ql, security-and-quality, Useless call to GetHashCode(), cs/useless-gethashcode-call, problem, recommendation, high
github/codeql/csharp/ql/src/experimental/CWE-099/TaintedWebClient.ql, security-and-quality, Uncontrolled data used in a WebClient, cs/webclient-path-injection, path-problem, error, high
github/codeql/csharp/ql/src/Bad Practices/Implementation Hiding/ExposeRepresentation.ql, security-and-quality, Exposing internal representation, cs/expose-implementation, problem, recommendation, high
github/codeql/csharp/ql/src/Bad Practices/Declarations/TooManyRefParameters.ql, security-and-quality, Too many 'ref' parameters, cs/too-many-ref-parameters, problem, recommendation, very-high
github/codeql/csharp/ql/src/Bad Practices/Declarations/LocalScopeVariableShadowsMember.ql, security-and-quality, Local scope variable shadows member, cs/local-shadows-member, problem, recommendation, high
github/codeql/csharp/ql/src/Bad Practices/Naming Conventions/SameNameAsSuper.ql, security-and-quality, Class has same name as super class, cs/class-name-matches-base-class, problem, recommendation, high
github/codeql/csharp/ql/src/Bad Practices/Naming Conventions/FieldMasksSuperField.ql, security-and-quality, Field masks field in super class, cs/field-masks-base-field, problem, warning, high
github/codeql/csharp/ql/src/Bad Practices/EmptyCatchBlock.ql, security-and-quality, Poor error handling: empty catch block, cs/empty-catch-block, problem, recommendation, very-high
github/codeql/csharp/ql/src/Bad Practices/CallsUnmanagedCode.ql, security-and-quality, Calls to unmanaged code, cs/call-to-unmanaged-code, problem, recommendation, high
github/codeql/csharp/ql/src/Bad Practices/Control-Flow/ConstantCondition.ql, security-and-quality, Constant condition, cs/constant-condition, problem, warning, very-high
github/codeql/csharp/ql/src/Bad Practices/CatchOfNullReferenceException.ql, security-and-quality, Poor error handling: catch of NullReferenceException, cs/catch-nullreferenceexception, problem, warning, very-high
github/codeql/csharp/ql/src/Bad Practices/UnmanagedCodeCheck.ql, security-and-quality, Unmanaged code, cs/unmanaged-code, problem, recommendation, high
github/codeql/csharp/ql/src/Documentation/XmldocMissingSummary.ql, security-and-quality, Missing a summary in documentation comment, cs/xmldoc/missing-summary, problem, recommendation, high
github/codeql/csharp/ql/src/CSI/CompareIdenticalValues.ql, security-and-quality, Comparison of identical values, cs/comparison-of-identical-expressions, problem, warning, high
github/codeql/csharp/ql/src/CSI/NullAlways.ql, security-and-quality, Dereferenced variable is always null, cs/dereferenced-value-is-always-null, problem, error, very-high
github/codeql/csharp/ql/src/CSI/NullMaybe.ql, security-and-quality, Dereferenced variable may be null, cs/dereferenced-value-may-be-null, path-problem, warning, high
github/codeql/csharp/ql/src/ASP/BlockCodeResponseWrite.ql, security-and-quality, Block code with a single Response.Write(), cs/asp/response-write, problem, recommendation, high
github/codeql/csharp/ql/src/Complexity/ComplexCondition.ql, security-and-quality, Complex condition, cs/complex-condition, problem, recommendation, high
github/codeql/csharp/ql/src/Complexity/BlockWithTooManyStatements.ql, security-and-quality, Block with too many statements, cs/complex-block, problem, recommendation, high
github/codeql/csharp/ql/src/Security Features/CWE-201/ExposureInTransmittedData.ql, security-and-quality, Information exposure through transmitted data, cs/sensitive-data-transmission, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-094/CodeInjection.ql, security-and-quality, Improper control of generation of code, cs/code-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-209/ExceptionInformationExposure.ql, security-and-quality, Information exposure through an exception, cs/information-exposure-through-exception, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-807/ConditionalBypass.ql, security-and-quality, User-controlled bypass of sensitive method, cs/user-controlled-bypass, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-451/MissingXFrameOptions.ql, security-and-quality, Missing X-Frame-Options HTTP header, cs/web/missing-x-frame-options, problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-601/UrlRedirect.ql, security-and-quality, URL redirection from remote source, cs/web/unvalidated-url-redirection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/PersistentCookie.ql, security-and-quality, Cookie security: persistent cookie, cs/web/persistent-cookie, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-114/AssemblyPathInjection.ql, security-and-quality, Assembly path injection, cs/assembly-path-injection, problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-548/ASPNetDirectoryListing.ql, security-and-quality, ASP.NET config file enables directory browsing, cs/web/directory-browse-enabled, problem, warning, very-high
github/codeql/csharp/ql/src/Security Features/CWE-112/MissingXMLValidation.ql, security-and-quality, Missing XML validation, cs/xml/missing-validation, path-problem, recommendation, high
github/codeql/csharp/ql/src/Security Features/CWE-359/ExposureOfPrivateInformation.ql, security-and-quality, Exposure of private information, cs/exposure-of-sensitive-information, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-614/RequireSSL.ql, security-and-quality, 'requireSSL' attribute is not set to true, cs/web/requiressl-not-set, problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-089/SqlInjection.ql, security-and-quality, SQL query built from user-controlled sources, cs/sql-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-248/MissingASPNETGlobalErrorHandler.ql, security-and-quality, Missing global error handler, cs/web/missing-global-error-handler, problem, warning, high
github/codeql/csharp/ql/src/Security Features/InadequateRSAPadding.ql, security-and-quality, Weak encryption: inadequate RSA padding, cs/inadequate-rsa-padding, problem, warning, high
github/codeql/csharp/ql/src/Security Features/InsufficientKeySize.ql, security-and-quality, Weak encryption: Insufficient key size, cs/insufficient-key-size, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-011/ASPNetDebug.ql, security-and-quality, Creating an ASP.NET debug binary may reveal sensitive information, cs/web/debug-binary, problem, warning, very-high
github/codeql/csharp/ql/src/Security Features/CWE-099/ResourceInjection.ql, security-and-quality, Resource injection, cs/resource-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-090/LDAPInjection.ql, security-and-quality, LDAP query built from user-controlled sources, cs/ldap-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-091/XMLInjection.ql, security-and-quality, XML injection, cs/xml-injection, problem, error, high
github/codeql/csharp/ql/src/Security Features/WeakEncryption.ql, security-and-quality, Weak encryption, cs/weak-encryption, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-119/LocalUnvalidatedArithmetic.ql, security-and-quality, Unvalidated local pointer arithmetic, cs/unvalidated-local-pointer-arithmetic, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-117/LogForging.ql, security-and-quality, Log entries created from user input, cs/log-forging, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CookieWithOverlyBroadDomain.ql, security-and-quality, Cookie security: overly broad domain, cs/web/broad-cookie-domain, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-384/AbandonSession.ql, security-and-quality, Failure to abandon session, cs/session-reuse, problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-312/CleartextStorage.ql, security-and-quality, Clear text storage of sensitive information, cs/cleartext-storage-of-sensitive-information, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-798/HardcodedConnectionString.ql, security-and-quality, Hard-coded connection string with credentials, cs/hardcoded-connection-string-credentials, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-798/HardcodedCredentials.ql, security-and-quality, Hard-coded credentials, cs/hardcoded-credentials, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-937/VulnerablePackage.ql, security-and-quality, Using a package with a known vulnerability, cs/use-of-vulnerable-package, problem, error, high
github/codeql/csharp/ql/src/Security Features/Encryption using ECB.ql, security-and-quality, Encryption using ECB, cs/ecb-encryption, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-134/UncontrolledFormatString.ql, security-and-quality, Uncontrolled format string, cs/uncontrolled-format-string, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-352/MissingAntiForgeryTokenValidation.ql, security-and-quality, Missing cross-site request forgery token validation, cs/web/missing-token-validation, problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-502/UnsafeDeserializationUntrustedInput.ql, security-and-quality, Deserialization of untrusted data, cs/unsafe-deserialization-untrusted-input, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-502/DeserializedDelegate.ql, security-and-quality, Deserialized delegate, cs/deserialized-delegate, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-730/RegexInjection.ql, security-and-quality, Regular expression injection, cs/regex-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-730/ReDoS.ql, security-and-quality, Denial of Service from comparison of user input against expensive regex, cs/redos, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-022/ZipSlip.ql, security-and-quality, Arbitrary file write during zip extraction (Zip Slip), cs/zipslip, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-022/TaintedPath.ql, security-and-quality, Uncontrolled data used in path expression, cs/path-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-611/UntrustedDataInsecureXml.ql, security-and-quality, Untrusted XML is read insecurely, cs/xml/insecure-dtd-handling, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-078/CommandInjection.ql, security-and-quality, Uncontrolled command line, cs/command-line-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CookieWithOverlyBroadPath.ql, security-and-quality, Cookie security: overly broad path, cs/web/broad-cookie-path, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-643/XPathInjection.ql, security-and-quality, XPath injection, cs/xml/xpath-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/HeaderCheckingDisabled.ql, security-and-quality, Header checking disabled, cs/web/disabled-header-checking, problem, warning, high
github/codeql/csharp/ql/src/Security Features/CWE-079/XSS.ql, security-and-quality, Cross-site scripting, cs/web/xss, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/InsecureRandomness.ql, security-and-quality, Insecure randomness, cs/insecure-randomness, path-problem, warning, high
github/codeql/csharp/ql/src/API Abuse/CallToGCCollect.ql, security-and-quality, Call to GC.Collect(), cs/call-to-gc, problem, warning, very-high
github/codeql/csharp/ql/src/API Abuse/CallToObsoleteMethod.ql, security-and-quality, Call to obsolete method, cs/call-to-obsolete-method, problem, warning, very-high
github/codeql/csharp/ql/src/API Abuse/FormatUnusedArgument.ql, security-and-quality, Unused format argument, cs/format-argument-unused, path-problem, warning, high
github/codeql/csharp/ql/src/API Abuse/ClassImplementsICloneable.ql, security-and-quality, Class implements ICloneable, cs/class-implements-icloneable, problem, recommendation, very-high
github/codeql/csharp/ql/src/API Abuse/FormatInvalid.ql, security-and-quality, Invalid format string, cs/invalid-format-string, path-problem, error, high
github/codeql/csharp/ql/src/API Abuse/NoDisposeCallOnLocalIDisposable.ql, security-and-quality, Missing Dispose call on local IDisposable, cs/local-not-disposed, problem, warning, high
github/codeql/csharp/ql/src/API Abuse/NullArgumentToEquals.ql, security-and-quality, Null argument to Equals(object), cs/null-argument-to-equals, problem, warning, high
github/codeql/csharp/ql/src/API Abuse/FormatMissingArgument.ql, security-and-quality, Missing format argument, cs/format-argument-missing, path-problem, error, high
github/codeql/csharp/ql/src/Linq/MissedSelectOpportunity.ql, security-and-quality, Missed opportunity to use Select, cs/linq/missed-select, problem, recommendation, high
github/codeql/csharp/ql/src/Linq/MissedOfTypeOpportunity.ql, security-and-quality, Missed opportunity to use OfType, cs/linq/missed-oftype, problem, recommendation, high
github/codeql/csharp/ql/src/Linq/MissedAllOpportunity.ql, security-and-quality, Missed opportunity to use All, cs/linq/missed-all, problem, recommendation, high
github/codeql/csharp/ql/src/Linq/RedundantSelect.ql, security-and-quality, Redundant Select, cs/linq/useless-select, problem, warning, very-high
github/codeql/csharp/ql/src/Linq/MissedCastOpportunity.ql, security-and-quality, Missed opportunity to use Cast, cs/linq/missed-cast, problem, recommendation, high
github/codeql/csharp/ql/src/Linq/MissedWhereOpportunity.ql, security-and-quality, Missed opportunity to use Where, cs/linq/missed-where, problem, recommendation, high
github/codeql/csharp/ql/src/Concurrency/LockedWait.ql, security-and-quality, A lock is held during a wait, cs/locked-wait, problem, warning, high
github/codeql/csharp/ql/src/Concurrency/LockThis.ql, security-and-quality, Locking the 'this' object in a lock statement, cs/lock-this, problem, warning, high
github/codeql/csharp/ql/src/Concurrency/LockOrder.ql, security-and-quality, Inconsistent lock sequence, cs/inconsistent-lock-sequence, problem, error, high
github/codeql/csharp/ql/src/Concurrency/FutileSyncOnField.ql, security-and-quality, Futile synchronization on field, cs/unsafe-sync-on-field, problem, error, high
github/codeql/csharp/ql/src/Architecture/Refactoring Opportunities/InappropriateIntimacy.ql, security-and-quality, Inappropriate intimacy, cs/coupled-types, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/MissedUsingOpportunity.ql, security-and-quality, Missed 'using' opportunity, cs/missed-using-statement, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/ChainedIs.ql, security-and-quality, Chain of 'is' tests, cs/chained-type-tests, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/SimplifyBoolExpr.ql, security-and-quality, Unnecessarily complex Boolean expression, cs/simplifiable-boolean-expression, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/MissedReadonlyOpportunity.ql, security-and-quality, Missed 'readonly' opportunity, cs/missed-readonly-modifier, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/DubiousTypeTestOfThis.ql, security-and-quality, Dubious type test of 'this', cs/type-test-of-this, problem, warning, high
github/codeql/csharp/ql/src/Language Abuse/DubiousDowncastOfThis.ql, security-and-quality, Dubious downcast of 'this', cs/downcast-of-this, problem, warning, high
github/codeql/csharp/ql/src/Language Abuse/UnusedPropertyValue.ql, security-and-quality, Property value is not used when setting a property, cs/unused-property-value, problem, warning, high
github/codeql/csharp/ql/src/Language Abuse/RethrowException.ql, security-and-quality, Rethrowing exception variable, cs/rethrown-exception-variable, problem, warning, very-high
github/codeql/csharp/ql/src/Language Abuse/NestedIf.ql, security-and-quality, Nested 'if' statements can be combined, cs/nested-if-statements, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/CatchOfGenericException.ql, security-and-quality, Generic catch clause, cs/catch-of-all-exceptions, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/MissedTernaryOpportunity.ql, security-and-quality, Missed ternary opportunity, cs/missed-ternary-operator, problem, recommendation, high
github/codeql/csharp/ql/src/Language Abuse/CastThisToTypeParameter.ql, security-and-quality, Cast of 'this' to a type parameter, cs/cast-of-this-to-type-parameter, problem, recommendation, high
github/codeql/csharp/ql/src/Diagnostics/CompilerMessage.ql, security-and-quality, Compilation message, cs/compilation-message, problem, recommendation, high
github/codeql/csharp/ql/src/Diagnostics/CompilerError.ql, security-and-quality, Compilation error, cs/compilation-error, problem, recommendation, high
github/codeql/csharp/ql/src/Diagnostics/ExtractorMessage.ql, security-and-quality, Extraction message, cs/extraction-message, problem, recommendation, high
github/codeql/csharp/ql/src/Diagnostics/ExtractorError.ql, security-and-quality, Extraction error, cs/extraction-error, problem, recommendation, high
github/codeql/csharp/ql/src/Dead Code/DeadStoreOfLocal.ql, security-and-quality, Useless assignment to local variable, cs/useless-assignment-to-local, problem, warning, very-high
github/codeql/csharp/ql/src/external/DuplicateMethod.ql, security-and-quality, Duplicate method, cs/duplicate-method, problem, recommendation, high
github/codeql/csharp/ql/src/external/MostlySimilarFile.ql, security-and-quality, Mostly similar file, cs/similar-file, problem, recommendation, high
github/codeql/csharp/ql/src/external/MostlyDuplicateFile.ql, security-and-quality, Mostly duplicate file, cs/duplicate-file, problem, recommendation, high
github/codeql/csharp/ql/src/external/MostlyDuplicateClass.ql, security-and-quality, Duplicate class, cs/duplicate-class, problem, recommendation, high
github/codeql/csharp/ql/src/external/MostlyDuplicateMethod.ql, security-and-quality, Mostly duplicate method, cs/similar-method, problem, recommendation, high
github/codeql/csharp/ql/src/Performance/StringBuilderInLoop.ql, security-and-quality, StringBuilder creation in loop, cs/stringbuilder-creation-in-loop, problem, recommendation, very-high
github/codeql/csharp/ql/src/Performance/UseTryGetValue.ql, security-and-quality, Inefficient use of ContainsKey, cs/inefficient-containskey, problem, recommendation, high
github/codeql/csharp/ql/src/Performance/StringConcatenationInLoop.ql, security-and-quality, String concatenation in loop, cs/string-concatenation-in-loop, problem, recommendation, very-high
github/codeql/csharp/ql/src/Likely Bugs/DangerousNonShortCircuitLogic.ql, security-and-quality, Potentially dangerous use of non-short-circuit logic, cs/non-short-circuit, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/StaticFieldWrittenByInstance.ql, security-and-quality, Static field written by instance method, cs/static-field-written-by-instance, problem, recommendation, high
github/codeql/csharp/ql/src/Likely Bugs/IncomparableEquals.ql, security-and-quality, Equals on incomparable types, cs/equals-on-unrelated-types, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/EqualsArray.ql, security-and-quality, Equals on collections, cs/equals-on-arrays, problem, recommendation, high
github/codeql/csharp/ql/src/Likely Bugs/PossibleLossOfPrecision.ql, security-and-quality, Possible loss of precision, cs/loss-of-precision, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/Statements/EmptyLockStatement.ql, security-and-quality, Empty lock statement, cs/empty-lock-statement, problem, warning, high
github/codeql/csharp/ql/src/Likely Bugs/Statements/EmptyBlock.ql, security-and-quality, Empty branch of conditional, or empty loop body, cs/empty-block, problem, warning, high
github/codeql/csharp/ql/src/Likely Bugs/ReferenceEqualsOnValueTypes.ql, security-and-quality, Call to ReferenceEquals(...) on value type expressions, cs/reference-equality-on-valuetypes, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/SelfAssignment.ql, security-and-quality, Self-assignment, cs/self-assignment, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/ImpossibleArrayCast.ql, security-and-quality, Impossible array cast, cs/impossible-array-cast, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/ConstantComparison.ql, security-and-quality, Comparison is constant, cs/constant-comparison, problem, warning, high
github/codeql/csharp/ql/src/Likely Bugs/RecursiveEquals.ql, security-and-quality, Recursive call to Equals(object), cs/recursive-equals-call, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/HashedButNoHash.ql, security-and-quality, Hashed value without GetHashCode definition, cs/gethashcode-is-not-defined, problem, warning, high
github/codeql/csharp/ql/src/Likely Bugs/UncheckedCastInEquals.ql, security-and-quality, Unchecked cast in Equals method, cs/unchecked-cast-in-equals, problem, warning, high
github/codeql/csharp/ql/src/Likely Bugs/Collections/ContainerSizeCmpZero.ql, security-and-quality, Container size compared to zero., cs/test-for-negative-container-size, problem, warning, very-high
github/codeql/csharp/ql/src/Likely Bugs/Collections/ReadOnlyContainer.ql, security-and-quality, Container contents are never initialized, cs/empty-collection, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/Collections/WriteOnlyContainer.ql, security-and-quality, Container contents are never accessed, cs/unused-collection, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/Collections/ContainerLengthCmpOffByOne.ql, security-and-quality, Off-by-one comparison against container length, cs/index-out-of-bounds, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/StringBuilderCharInit.ql, security-and-quality, Character passed to StringBuilder constructor, cs/stringbuilder-initialized-with-character, problem, error, high
github/codeql/csharp/ql/src/Likely Bugs/NestedLoopsSameVariable.ql, security-and-quality, Nested loops with same variable, cs/nested-loops-with-same-variable, problem, warning, high
github/codeql/csharp/ql/src/Input Validation/ValueShadowing.ql, security-and-quality, Value shadowing, cs/web/ambiguous-client-variable, problem, warning, medium
github/codeql/csharp/ql/src/Input Validation/ValueShadowingServerVariable.ql, security-and-quality, Value shadowing: server variable, cs/web/ambiguous-server-variable, problem, warning, medium
github/codeql/csharp/ql/src/Configuration/PasswordInConfigurationFile.ql, security-and-quality, Password in configuration file, cs/password-in-configuration, problem, warning, medium
github/codeql/csharp/ql/src/Configuration/EmptyPasswordInConfigurationFile.ql, security-and-quality, Empty password in configuration file, cs/empty-password-in-configuration, problem, warning, medium
github/codeql/csharp/ql/src/Bad Practices/Implementation Hiding/AbstractToConcreteCollection.ql, security-and-quality, Cast from abstract to concrete collection, cs/cast-from-abstract-to-concrete-collection, problem, warning, medium
github/codeql/csharp/ql/src/Bad Practices/ErroneousClassCompare.ql, security-and-quality, Erroneous class compare, cs/class-name-comparison, problem, warning, medium
github/codeql/csharp/ql/src/Bad Practices/VirtualCallInConstructorOrDestructor.ql, security-and-quality, Virtual call in constructor or destructor, cs/virtual-call-in-constructor, problem, warning, medium
github/codeql/csharp/ql/src/Security Features/CWE-327/InsecureSQLConnection.ql, security-and-quality, Insecure SQL connection, cs/insecure-sql-connection, path-problem, error, medium
github/codeql/csharp/ql/src/Security Features/CWE-089/SecondOrderSqlInjection.ql, security-and-quality, SQL query built from stored user-controlled sources, cs/second-order-sql-injection, path-problem, error, medium
github/codeql/csharp/ql/src/Security Features/CWE-020/RuntimeChecksBypass.ql, security-and-quality, Serialization check bypass, cs/serialization-check-bypass, problem, warning, medium
github/codeql/csharp/ql/src/Security Features/CWE-090/StoredLDAPInjection.ql, security-and-quality, LDAP query built from stored user-controlled sources, cs/stored-ldap-injection, path-problem, error, medium
github/codeql/csharp/ql/src/Security Features/CWE-078/StoredCommandInjection.ql, security-and-quality, Uncontrolled command line from stored user input, cs/stored-command-line-injection, path-problem, error, medium
github/codeql/csharp/ql/src/Security Features/CWE-643/StoredXPathInjection.ql, security-and-quality, Stored XPath injection, cs/xml/stored-xpath-injection, path-problem, error, medium
github/codeql/csharp/ql/src/Security Features/CWE-079/StoredXSS.ql, security-and-quality, Stored cross-site scripting, cs/web/stored-xss, path-problem, error, medium
github/codeql/csharp/ql/src/API Abuse/InconsistentEqualsGetHashCode.ql, security-and-quality, Inconsistent Equals(object) and GetHashCode(), cs/inconsistent-equals-and-gethashcode, problem, warning, medium
github/codeql/csharp/ql/src/API Abuse/IncorrectCompareToSignature.ql, security-and-quality, Potentially incorrect CompareTo(...) signature, cs/wrong-compareto-signature, problem, warning, medium
github/codeql/csharp/ql/src/API Abuse/DisposeNotCalledOnException.ql, security-and-quality, Dispose may not be called if an exception is thrown during execution, cs/dispose-not-called-on-throw, problem, warning, medium
github/codeql/csharp/ql/src/API Abuse/IncorrectEqualsSignature.ql, security-and-quality, Potentially incorrect Equals(...) signature, cs/wrong-equals-signature, problem, warning, medium
github/codeql/csharp/ql/src/API Abuse/ClassDoesNotImplementEquals.ql, security-and-quality, Class does not implement Equals(object), cs/class-missing-equals, problem, error, medium
github/codeql/csharp/ql/src/Linq/BadMultipleIteration.ql, security-and-quality, Bad multiple iteration, cs/linq/inconsistent-enumeration, problem, warning, medium
github/codeql/csharp/ql/src/Concurrency/SynchSetUnsynchGet.ql, security-and-quality, Inconsistently synchronized property, cs/unsynchronized-getter, problem, error, medium
github/codeql/csharp/ql/src/Concurrency/UnsafeLazyInitialization.ql, security-and-quality, Double-checked lock is not thread-safe, cs/unsafe-double-checked-lock, problem, error, medium
github/codeql/csharp/ql/src/Concurrency/UnsynchronizedStaticAccess.ql, security-and-quality, Unsynchronized access to static collection member in non-static context, cs/unsynchronized-static-access, problem, error, medium
github/codeql/csharp/ql/src/Language Abuse/UselessCastToSelf.ql, security-and-quality, Cast to same type, cs/useless-cast-to-self, problem, warning, medium
github/codeql/csharp/ql/src/Language Abuse/UselessUpcast.ql, security-and-quality, Useless upcast, cs/useless-upcast, problem, warning, medium
github/codeql/csharp/ql/src/Language Abuse/UselessTypeTest.ql, security-and-quality, Useless type test, cs/useless-type-test, problem, warning, medium
github/codeql/csharp/ql/src/Language Abuse/UselessNullCoalescingExpression.ql, security-and-quality, Useless ?? expression, cs/coalesce-of-identical-expressions, problem, error, medium
github/codeql/csharp/ql/src/Likely Bugs/ThreadUnsafeICryptoTransform.ql, security-and-quality, Thread-unsafe use of a static ICryptoTransform field, cs/thread-unsafe-icryptotransform-field-in-class, problem, warning, medium
github/codeql/csharp/ql/src/Likely Bugs/EqualityCheckOnFloats.ql, security-and-quality, Equality check on floating point values, cs/equality-on-floats, problem, warning, medium
github/codeql/csharp/ql/src/Likely Bugs/Dynamic/BadDynamicCall.ql, security-and-quality, Bad dynamic call, cs/invalid-dynamic-call, problem, error, medium
github/codeql/csharp/ql/src/Likely Bugs/EqualsUsesIs.ql, security-and-quality, Equals should not apply is, cs/equals-uses-is, problem, warning, medium
